timestamp,open,high,low,close,volume
2017-11-28 16:00:00,84.8500,84.8900,84.8100,84.8800,252089
2017-11-28 15:59:00,84.7700,84.8500,84.7700,84.8500,143203
2017-11-28 15:58:00,84.8050,84.8100,84.7700,84.7800,71271
2017-11-28 15:57:00,84.7900,84.8300,84.7900,84.8050,83724
2017-11-28 15:56:00,84.8000,84.8000,84.7900,84.8000,30769
2017-11-28 15:55:00,84.8300,84.8300,84.7700,84.8000,75051
2017-11-28 15:54:00,84.8000,84.8300,84.7939,84.8300,43733
2017-11-28 15:53:00,84.7750,84.8000,84.7700,84.8000,40542
2017-11-28 15:52:00,84.7800,84.8000,84.7650,84.7750,59336
2017-11-28 15:51:00,84.8000,84.8000,84.7700,84.7800,24591
2017-11-28 15:50:00,84.7800,84.8100,84.7700,84.8000,27707
2017-11-28 15:49:00,84.7500,84.7800,84.7500,84.7700,38784
2017-11-28 15:48:00,84.8250,84.8250,84.7500,84.7550,33777
2017-11-28 15:47:00,84.8300,84.8300,84.8250,84.8250,205
2017-11-28 15:46:00,84.8200,84.8300,84.8100,84.8250,31430
2017-11-28 15:45:00,84.7950,84.8200,84.7800,84.8200,34323
2017-11-28 15:44:00,84.7700,84.8200,84.7700,84.7900,105789
2017-11-28 15:43:00,84.7800,84.8000,84.7600,84.7600,80823
2017-11-28 15:42:00,84.7600,84.8000,84.7300,84.7900,87600
2017-11-28 15:41:00,84.7700,84.7700,84.7500,84.7600,26744
2017-11-28 15:40:00,84.7100,84.7700,84.7000,84.7600,106464
2017-11-28 15:39:00,84.6900,84.7200,84.6836,84.7133,41905
2017-11-28 15:38:00,84.6800,84.6900,84.6700,84.6900,39033
2017-11-28 15:37:00,84.7100,84.7200,84.6850,84.6850,42185
2017-11-28 15:36:00,84.7050,84.7100,84.6900,84.7050,37931
2017-11-28 15:35:00,84.7000,84.7100,84.6900,84.7050,23071
2017-11-28 15:34:00,84.7050,84.7100,84.6900,84.7100,21838
2017-11-28 15:33:00,84.7200,84.7400,84.7000,84.7050,43540
2017-11-28 15:32:00,84.7350,84.7350,84.7000,84.7300,75084
2017-11-28 15:31:00,84.7500,84.7800,84.7300,84.7400,45756
2017-11-28 15:30:00,84.7650,84.7800,84.7500,84.7500,25360
2017-11-28 15:29:00,84.7550,84.7800,84.7350,84.7650,44985
2017-11-28 15:28:00,84.7300,84.7900,84.7300,84.7500,43296
2017-11-28 15:27:00,84.7850,84.7850,84.7300,84.7400,33331
2017-11-28 15:26:00,84.8150,84.8150,84.7700,84.7800,40486
2017-11-28 15:25:00,84.8487,84.8500,84.8100,84.8150,14523
2017-11-28 15:24:00,84.8503,84.8600,84.8300,84.8425,23025
2017-11-28 15:23:00,84.8400,84.8890,84.8300,84.8500,34634
2017-11-28 15:22:00,84.8950,84.8950,84.8300,84.8350,32682
2017-11-28 15:21:00,84.8850,84.9200,84.8800,84.8950,42701
2017-11-28 15:20:00,84.8900,84.9100,84.8800,84.8850,28260
2017-11-28 15:19:00,84.8650,84.9200,84.8430,84.8950,69982
2017-11-28 15:18:00,84.8900,84.9000,84.8600,84.8700,33571
2017-11-28 15:17:00,84.8700,84.9000,84.8500,84.9000,65167
2017-11-28 15:16:00,84.8500,84.8800,84.8400,84.8600,54657
2017-11-28 15:15:00,84.8290,84.8600,84.8100,84.8550,45547
2017-11-28 15:14:00,84.8200,84.8500,84.8000,84.8250,44296
2017-11-28 15:13:00,84.8413,84.8500,84.8100,84.8200,29398
2017-11-28 15:12:00,84.8350,84.8700,84.8300,84.8400,52141
2017-11-28 15:11:00,84.8050,84.8400,84.8050,84.8350,20679
2017-11-28 15:10:00,84.8042,84.8200,84.8000,84.8100,24116
2017-11-28 15:09:00,84.8300,84.8400,84.8000,84.8100,28386
2017-11-28 15:08:00,84.8200,84.8400,84.8000,84.8300,15873
2017-11-28 15:07:00,84.7987,84.8200,84.7900,84.8200,33114
2017-11-28 15:06:00,84.8000,84.8000,84.7743,84.8000,62738
2017-11-28 15:05:00,84.8050,84.8150,84.7700,84.8000,63088
2017-11-28 15:04:00,84.7900,84.8000,84.7800,84.8000,24358
2017-11-28 15:03:00,84.7844,84.8100,84.7800,84.7850,41651
2017-11-28 15:02:00,84.7856,84.8000,84.7800,84.7850,31872
2017-11-28 15:01:00,84.8150,84.8157,84.7800,84.7900,18848
2017-11-28 15:00:00,84.8100,84.8300,84.8000,84.8100,25541
2017-11-28 14:59:00,84.8250,84.8300,84.7900,84.8029,30481
2017-11-28 14:58:00,84.8178,84.8300,84.8100,84.8299,19077
2017-11-28 14:57:00,84.8200,84.8400,84.8000,84.8200,34207
2017-11-28 14:56:00,84.8700,84.8700,84.8200,84.8200,26834
2017-11-28 14:55:00,84.8700,84.8850,84.8600,84.8750,19301
2017-11-28 14:54:00,84.8600,84.8900,84.8400,84.8700,28380
2017-11-28 14:53:00,84.8950,84.9000,84.8600,84.8700,20871
2017-11-28 14:52:00,84.8764,84.9000,84.8700,84.9000,24472
2017-11-28 14:51:00,84.8644,84.8800,84.8644,84.8800,6157
2017-11-28 14:50:00,84.8800,84.9100,84.8600,84.8700,29417
2017-11-28 14:49:00,84.8600,84.9000,84.8550,84.8800,37509
2017-11-28 14:48:00,84.9056,84.9100,84.8600,84.8600,21956
2017-11-28 14:47:00,84.9400,84.9500,84.8938,84.9050,22683
2017-11-28 14:46:00,84.9100,84.9490,84.9000,84.9490,46723
2017-11-28 14:45:00,84.8800,84.9100,84.8800,84.9050,27678
2017-11-28 14:44:00,84.8850,84.9000,84.8760,84.8800,32434
2017-11-28 14:43:00,84.8200,84.9000,84.8150,84.8800,42816
2017-11-28 14:42:00,84.8172,84.8200,84.8100,84.8200,12528
2017-11-28 14:41:00,84.7800,84.8400,84.7800,84.8138,69872
2017-11-28 14:40:00,84.7650,84.7900,84.7600,84.7850,12691
2017-11-28 14:39:00,84.7850,84.7900,84.7500,84.7673,11375
2017-11-28 14:38:00,84.7553,84.7850,84.7548,84.7850,10509
2017-11-28 14:37:00,84.7753,84.7800,84.7500,84.7600,14214
2017-11-28 14:36:00,84.7724,84.7950,84.7600,84.7800,25330
